TV;KL
1.9436591863632202;7.637966156005859
1.8926262855529785;6.700929641723633
1.8635547161102295;6.143266677856445
1.843468189239502;5.723654270172119
1.8278173208236694;5.295479774475098
1.8169469833374023;5.051169395446777
1.80471932888031;4.828731536865234
1.792653203010559;4.601680278778076
1.7837660312652588;4.515848159790039
1.781066656112671;4.386054992675781
1.772911548614502;4.304269790649414
1.767573356628418;4.159740447998047
1.76105535030365;4.08890438079834
1.7600228786468506;4.0011444091796875
1.7517986297607422;3.9456162452697754
1.749610185623169;3.890435218811035
1.7456923723220825;3.8292458057403564
1.7426304817199707;3.7815160751342773
1.74394953250885;3.7468419075012207
1.7361679077148438;3.6571202278137207
1.742404580116272;3.6525442600250244
1.7332687377929688;3.5589146614074707
1.732967734336853;3.505460262298584
1.7340798377990723;3.417038917541504
1.7218847274780273;3.3506650924682617
1.7271971702575684;3.3238956928253174
1.7217919826507568;3.2655441761016846
1.716125249862671;3.2314181327819824
1.7249963283538818;3.2503538131713867
1.7215505838394165;3.1945297718048096
1.7150392532348633;3.0876355171203613
1.718124270439148;3.086132526397705
1.7080626487731934;3.0017290115356445
1.7139713764190674;3.014853000640869
1.70585036277771;2.9112234115600586
1.7101620435714722;2.8817636966705322
1.7089195251464844;2.9087228775024414
1.7017173767089844;2.825951099395752
1.6986103057861328;2.794790744781494
1.7038078308105469;2.783535957336426
1.7015795707702637;2.7940995693206787
1.69942045211792;2.7724928855895996
1.693183422088623;2.726140022277832
1.6919100284576416;2.702012777328491
1.6900440454483032;2.649923801422119
1.6869173049926758;2.6190741062164307
1.6874579191207886;2.58335542678833
1.6852600574493408;2.5665335655212402
1.6842581033706665;2.5513789653778076
1.6757231950759888;2.5607380867004395
1.6764329671859741;2.483229875564575
1.6738336086273193;2.4724974632263184
1.668426513671875;2.4327309131622314
1.6633188724517822;2.3976035118103027
1.6674054861068726;2.442276954650879
1.6610543727874756;2.398045301437378
1.6639043092727661;2.3838021755218506
1.6574180126190186;2.3467283248901367
1.6522514820098877;2.3091933727264404
1.658642053604126;2.3355674743652344
1.6620771884918213;2.3495500087738037
1.6491360664367676;2.304694890975952
1.6460673809051514;2.3055715560913086
1.6415941715240479;2.2442626953125
1.6470222473144531;2.2401046752929688
1.6475136280059814;2.243220567703247
1.640265703201294;2.217653512954712
1.6328938007354736;2.212570905685425
1.6327733993530273;2.1662955284118652
1.6300302743911743;2.1843180656433105
1.6287682056427002;2.1859500408172607
1.6276906728744507;2.1723670959472656
1.6266376972198486;2.1722400188446045
1.6285721063613892;2.1821484565734863
1.624222755432129;2.152054786682129
1.622094750404358;2.117199182510376
1.6266908645629883;2.1459274291992188
1.6177294254302979;2.1294469833374023
1.6121631860733032;2.09663724899292
1.6080090999603271;2.091428518295288
1.6085495948791504;2.0842604637145996
1.5979094505310059;2.0558905601501465
1.6040910482406616;2.0684733390808105
1.6143022775650024;2.0765023231506348
1.6086039543151855;2.089597702026367
1.6059328317642212;2.0605711936950684
1.5936495065689087;2.037590503692627
1.5950812101364136;2.0352540016174316
